"Data Source","World Development Indicators",

"Last Updated Date","2023-12-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Djibouti","DJI","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","2.11","2.11","2.11","2.33","2.88","3.04","3.23","3.41","3.42","3.63","3.63","4.01","4.26","4.72","4.81","5.3","5.73","6.31","9.02","31.73","32.63","35.1","35.26","39.98","41.93","45.71","45.46","41.41","45.68","59.26","59.12","61.48","61.94","63.71","65.29","66.1","68.22","69.22","71.66","73.62","75.87","78.69","74.13","77.61","78.32","74.6","79.87","83.02","86.33","87.23","91.4","102.96","97.84","98.53","101.23","100.24","123.49","138.76","158.49","168.83","184.78","",
"Dominica","DMA","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","75.47","73.15","73.61","87.06","97.77","95.34","94.84","102.54","106.84","93.45","90.03","89.92","84","91.51","95.62","108.24","107.78","118.71","88.81","78.39","97.85","101.8","100.97","104.93","106.42","128.46","140.96","158.68","138.94","138.19","129.61","124.94","128.15","111.54","101.44","120.3","118.19","109.26","106.7","107.09","97.85","95.98","87.38","90.31","89.57","93.08","95.62","95.15","98.93","97.22","96.36","98.57","98.71","98.23","98.88","102.89","99.71","99.23","100.2","99.99","99.48","",
"Denmark","DNK","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","54","55.55","55.84","60.44","55.69","54.11","54.85","59.29","57.08","57.57","59.82","59.16","57.95","64.18","56.27","52.82","66.67","66.06","67.88","64.38","68.38","77.4","63.55","92.1","86.97","88.06","78.67","86.2","94.38","104.96","98.55","81.05","92.3","82.96","91.11","91.06","95.08","94.36","89.37","91.72","89.27","84.99","88.22","90.77","90.11","84.65","85.85","93.03","100.47","89.12","90.77","93.69","93.84","101.12","103.9","94.98","107.11","75.83","103.74","103.05","96.17","",
"Dominican Republic","DOM","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","41.58","42.75","41.98","43.43","38.38","40.98","40.08","38.69","45.69","47.76","50.47","51.17","54.94","54.97","52.27","58.08","57.29","59.12","56.54","55.74","56.62","60.47","62.48","61.85","58.5","58.64","60.99","59.46","61.24","47.8","46.4","49.17","49.19","46.21","48.62","50.23","51.69","50.17","49","51.43","56.69","58.8","63.09","57.78","56.21","62.9","62.22","56.18","65.02","71.33","79.3","82.39","89.02","97.88","99.07","103.06","109.01","117.56","120.14","119.4","120.52","",
"Algeria","DZA","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","28.93","30.88","31.39","27.2","31.35","19.15","21.36","28.35","25.54","26.33","27.12","23.7","21.77","23.53","26.4","23.68","17.67","17.85","20.87","22.93","23.2","18.67","19.2","21.27","28.76","28.9","27.39","23.85","27.55","24.79","33.05","35.92","32.03","27.54","33.02","43.26","30.82","36.34","39.35","30.95","36.67","37.64","49","54.54","55.85","59.16","51.52","52.87","72.36","74.96","83.53","88.72","98.82","94.93","101.74","103.33","104.4","115.36","121.01","120.95","108.76","",
"East Asia & Pacific (excluding high income)","EAP","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific","EAS","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","38.02","38.59","38.8","46.81","49.99","45.9","43.74","46.23","45.25","45.07","44.09","41.59","41.67","46.28","46.7","46.45","48.68","44.38","43.68","47.29","47.22","45.82","38.13","42.8","48.28","49.15","50.91","56.26","56.8","60.02","52.74","65.41","68.36","77.26","73.99","79.05","82.55","70.73","86.11","70.58","83.79","76.43","82.02","86.2","84.08","83.17","86.69","89.93","97.55","103.25","98.68","94.6","86.67","98.83","107.03","94.14","93.66","93.4","94.94","96.12","103.98","",
"Egypt, Arab Rep.","EGY","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","18.99","23.18","24.13","24.17","24.6","24.71","23.99","25.77","27.7","27.24","28.11","28.65","28.82","29.18","29.99","30.98","30.15","31.42","33.45","34.37","33.98","35.45","35.98","35.85","38.75","41.8","43.72","42.25","43.49","47.35","47.92","51.73","53.48","52.8","57.94","63.41","64.34","64.02","69.76","73.26","71.8","75.45","76.83","81.03","83.8","89.18","91.36","95.13","95.74","88.44","93.2","97.69","94.03","99.07","101.99","98.94","100.63","96.22","101.21","101.76","100.97","",
"Euro area","EMU","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.14","104.64","88.85","71.71","76.28","138.6","112.81","76.04","94.39","60.02","71.37","72.86","123.87","114.78","133.04","61.25","84.34","86.66","99.46","100.79","100.04","100.72","99.32","99.96","100.67","99.98","99.93","100.13","100.14","",
"Spain","ESP","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","45.42","44.57","52.81","46.11","47.18","51.13","46.9","50.6","48.68","51.15","52.39","58.01","64.23","63.7","63.66","60.78","55.7","67.23","70.64","72.05","61.91","72.09","62.14","77.44","74.04","72.74","84.31","72.24","79.59","83.55","76.66","79.36","74.06","68.73","58.99","85.39","94.44","86.51","85.44","95.12","94.07","92.29","105.08","97.08","84.07","96.05","94.7","92.77","94.21","97.54","100.81","81.38","111.56","94.65","99.16","106.19","98.65","121.45","102.04","116.74","114.8","",
"Estonia","EST","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.12","83.14","66.39","66.62","67.77","67.43","54.9","52.25","73.83","61.54","53.87","53.1","53.16","66.4","54.38","76.51","68.53","73.17","65.24","72.48","82.13","83.62","95.87","122.83","81.3","103.72","71.14","120.29","122.38","101.94","",
"Ethiopia","ETH","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.73","26.11","30.49","36.45","36.53","32.46","35.2","36.45","38.81","37.74","39.19","42.64","50.66","51.31","56.26","57.76","65.63","72.55","76.5","80.55","88.89","95.98","100.99","103.03","106.37","105.94","108.11","116.94","113.02","",
"European Union","EUU","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","68.59","56.57","70.87","62.03","77.65","68.16","71.96","73.03","73.09","85.54","82.6","79.29","74.37","75.58","89.03","105.42","79.84","85.36","87.11","92.55","69.33","92.42","107.83","99.57","95.84","97.74","62.3","87.4","108.67","115.79","93.75","80.84","95.67","96.23","97.35","101.19","105.29","78.17","87.41","108.7","100.73","106.43","99.31","97.3","110.35","101.75","108.48","107.37","113.68","90.26","102.41","93.61","104.57","106.62","97.31","96.07","93.69","80.26","106.37","92.98","78.24","",
"Fiji","FJI","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","100.88","121.87","140.07","137.08","124.65","120.67","117.82","145.66","133.66","144.33","129.25","116.15","119.21","107.84","107.2","111.22","126.1","127.79","162.38","143.29","159.67","166.49","112.97","183.2","145.07","179.82","136.75","142.02","173.4","177.85","150.46","156.79","157.07","166.56","172.29","168.02","157.34","119.53","161.3","161.64","143.25","151.39","135.98","152.35","155.78","164.99","142.21","139.26","133.01","93.81","112.94","81.32","104.9","107.17","107.81","85.02","97.46","103.23","109.58","115.04","110.53","",
"France","FRA","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","63.93","80.91","72.95","73.72","78.64","71.63","77.02","79.88","72.79","81.48","79.3","77.2","90.38","85.37","76.41","75.67","72.38","82.24","90.59","88.57","81.73","93.73","85.37","95.62","94.84","91.56","96.84","94.11","94.62","95.78","89.65","97.96","88.74","90.06","91.9","99.88","100.42","101.57","105.09","102.72","93.92","103.38","89.99","106.31","99.92","96.12","92.89","100.01","102.73","96.95","99.1","96.76","95.54","104.97","103.66","91.37","103.39","96.93","100.05","89.06","96.21","",
"Faroe Islands","FRO","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","112.15","106.6","119.84","98.72","92.27","104.21","92.2","95.75","79.22","105.63","84","75.93","68.31","68.76","64.95","87.49","83.94","83.94","83.94","83.94","83.94","83.94","85.87","87.17","90.39","90.39","90.39","90.39","90.39","93.62","95.49","97.98","97.39","97.69","97.76","97.65","97.37","96.96","96.45","95.87","95.23","94.39","93.74","93.15","92.64","92.21","90.39","91.94","92.17","91.33","94.05","96.85","103.31","109.33","89.84","100.83","98.28","98.61","99.43","99.78","100.13","",
"Micronesia, Fed. Sts.","FSM","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.05","0.06","0.06","0.06","68.59","68.68","68.74","68.77","68.89","68.92","68.95","68.97","68.99","66.49","63.39","60.68","61.5","60.45","60.23","59.97","76.22","81.2","82.1","100.41","99.27","100.31","100.5","100.53","100.51","100.58","100.79","",
"Gabon","GAB","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","25.63","26.14","25.48","25.23","25.51","25.99","26.75","28.13","28.28","29.39","30.52","31.23","32.12","32.75","33.63","34.75","38.71","42.1","44.9","47.79","45.86","48.1","50.04","51.56","52.35","54.82","55.58","58.58","59.35","58.03","66.33","62.79","60.85","62.11","62.76","66.39","68.02","71.1","69.49","72.96","71.08","72.7","73.13","72.37","73.45","74.93","77.07","82.5","82.75","86.53","92.31","91.8","96.08","99.16","100.06","100.78","102.19","102.95","103.89","103.73","104.97","",
"United Kingdom","GBR","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","54.1","60.93","61.54","66.14","68.29","64.52","69.29","67.19","67.28","70.51","73.96","71.06","73.84","76.2","61.88","59.71","75.55","78.68","77.39","83.62","80.61","91.75","85.72","105.15","92.82","97.57","93.44","94.66","95.56","97.99","98.34","102.04","95.69","91.45","91.56","102.32","101.22","97.59","99.94","98.79","87.05","98.1","93.17","94.9","94.68","91.65","86.94","100.23","96.2","95.04","99.4","85.73","89.63","104.18","102.87","92.95","101.62","91.35","101.09","82.19","89.59","",
"Georgia","GEO","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","161.87","156.29","156.51","175.08","160.3","166.98","150.92","181.6","133.93","138.63","122.26","159.55","122.53","169.25","93.37","118.65","97.49","91.45","80.76","99.91","94.77","126.83","100.79","101.6","97.61","81.83","103.82","107.25","126.59","126.88","",
"Ghana","GHA","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","18.41","18.65","19.01","21.54","19.36","19.97","21.5","20.69","22.35","23.83","24.79","24.18","24.77","28.15","26.14","22.94","19.64","19.4","20.16","19.99","19.59","17.93","17.78","23.15","22.92","24.86","25.21","26.36","28.91","23.28","34.69","34.33","37.23","36.01","41.75","45.76","44.48","48.63","51.43","51.53","53.67","59.72","62.29","64.91","66.73","68.47","66.27","74.55","82.22","83.88","87.35","92.32","94.97","99.33","99.62","101.05","108.02","113.06","115.98","118.58","117.99","",
"Gibraltar","GIB","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","25.38","25.8","23.87","24.98","24.54","26.22","27.45","27.81","27.57","28.33","29.5","28.78","28.85","28.93","29.39","30.85","30.93","30.93","32.27","32.55","32.63","32.86","33.23","35.25","35.89","36.04","36.41","37.69","39.88","41.87","44.13","46.38","47.61","49.96","50.46","51.27","52.74","54.71","56.54","59.95","59.14","61.9","64.75","67.28","69.98","71.81","74.78","78.51","77.57","83.16","87.44","89.33","92.51","95.56","100.14","104.3","110.06","115.25","118.48","123.52","128.72","",
"Gambia, The","GMB","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","86.53","88.01","87.49","90.52","99.57","106.68","96.19","105","98.11","100.79","107.11","94.28","111.79","101.61","98.43","96.63","73.51","96.61","57.39","60.27","91.57","114.09","86.96","86.98","76.46","92.31","95.02","86.14","102.63","71.12","79.64","60.96","73.01","75.85","72.62","58","75.15","73.94","111.59","125.31","136.5","80.85","105.33","134.1","113.51","120.91","83.15","125.1","150.7","171.71","102.54","131.26","116.75","97.31","110.5","92.18","76.08","46.85","55.91","61.15","59.66","",
"Guinea-Bissau","GNB","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","39.39","39.8","37.79","36.74","33","30.98","30.24","29.96","28.9","28.64","25.96","27.68","27.07","28.68","32.72","36.7","33.5","32.03","33.03","33.85","37.63","42.18","36.83","44.01","43.15","46.64","45.02","43.52","47.41","49.3","47.23","49.32","50.6","51.36","53.68","54.23","57.42","59.26","62.47","66.42","68.34","68.15","67.24","70.96","76.11","78.93","78.6","91.33","89.31","95.48","91.23","97.92","99.74","93.87","101.55","104.57","105.66","109.11","115.27","120.59","125.19","",
"Equatorial Guinea","GNQ","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","88.74","102.24","102.22","111.1","107.43","111.8","109.21","114.98","96.41","109.55","84.79","60.73","62.55","63.53","53.98","46.89","45.56","47.2","48.81","53.03","58.8","54.58","55.5","58.27","57.74","59.01","63.35","63.27","60.28","76.87","74.7","71.47","69.23","69.4","70.51","72.59","73.49","71.87","72.63","77.1","77.61","76.18","79.15","79.76","82.35","84.43","87.85","88.96","88.86","92.07","93.85","95.83","96.2","97.57","102.64","99.78","101.97","102.56","102.84","102.88","102.19","",
"Greece","GRC","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","60.46","49.37","55.9","54.83","59.11","61.38","62.63","61.21","62.01","68.01","66.05","69.68","70.67","77.36","82.98","76.32","75.82","83.13","78.19","91.79","96.11","96.34","92.76","97.47","102.85","96.09","92.09","100.89","107.28","88.41","107.94","107.92","101.28","109.2","109.83","109.46","104.82","109.02","114.26","114.94","112.37","112.59","102.42","106.44","110.81","101.59","97.64","98.97","100.14","99.52","98.66","101.23","89.28","96.69","104.59","98.73","100.6","99.7","102.71","102.65","95.11","",
"Grenada","GRD","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","92.82","100.53","107.62","101.13","129.69","128.45","141.18","145.16","145.51","142.01","128.02","120.77","114.71","111.97","113.43","135.74","133.79","135.84","144.09","132.02","145.16","124.98","115.69","132.45","117.03","126.23","142.54","121.3","117.92","120.9","116.19","114.9","123.46","128.91","116.6","115.07","113.29","110.97","117.48","116.47","105.38","123.6","108.36","112.44","52.61","61.02","64.54","64.87","66","73","77.44","78.19","81.87","94.36","104.54","101.1","92.93","91.83","83.52","80.29","84.19","",
"Greenland","GRL","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","11.23","12.6","13.63","14.53","15.25","15.4","14.76","16.75","17.42","17.74","17.4","19.41","21.01","22.87","22.54","24.07","26.08","26.64","26.25","27.86","28.33","28.08","25.92","26.77","27.62","28.79","28.67","29.41","32.29","34.95","35.86","37.43","37.87","38.62","42.08","44.93","46.16","48.5","49.15","50.31","53.05","56.47","57.93","61.7","63.58","65.98","73.26","74.54","79.61","78.86","81.59","86.57","90.8","96.52","101.05","102.43","94.43","97.61","95.49","96.86","98.02","",
"Guam","GUM","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","51.52","52.79","46.31","53.46","52.85","54.7","53.72","48.55","55.17","52.76","56.24","49.07","47.18","59.34","57.11","51.66","59.06","63.58","55.44","57.67","60.51","60.19","53.24","55.53","53.76","56.08","51.36","48.61","46.07","41.5","50.76","54.79","58.64","63.69","76.22","77.53","80.76","73.05","79.82","73.05","76.87","75.53","79.85","78.46","66.97","71.01","70.21","70.32","75.36","77.46","81.89","80.42","93.65","90.85","112.46","96.69","106.45","108.1","107.37","109.58","99.83","",
"High income","HIC","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","294.66","268.99","233.04","188.99","216.93","333.48","384.58","332.93","353.85","376.24","389.02","360.81","347.84","357.14","325.08","347.18","358.52","323.85","345.58","362.45","339.98","324.79","322.43","303.67","275.69","289.28","270.24","277.37","278.45","235.01","224.14","198.57","187.01","196.38","193.03","170.99","165.03","146.88","131.95","111.7","96.2","94.42","94.81","96.01","96.38","98.52","98.71","98.39","97.8","97.52","98.35","104.37","102.77","100.7","98.82","100.48","101.06","100.18","99.63","99.76","99.72","",
"Honduras","HND","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","25.15","25.46","25.45","28.05","28.77","34.07","39","41.34","42.98","41.27","44.33","47.06","44.85","41.44","33.77","39.57","44.46","47.97","52.07","52.12","54.23","54.5","52.35","49.49","51.04","51.04","53.86","55.11","56.7","59.38","57.56","59","61.7","61.47","62.23","69.57","69.48","68.38","54.93","60.67","64.79","67.93","76.41","80.49","84.9","84.8","90.84","91.29","92.47","91.11","98.58","107.29","99.72","91.88","100.39","107.73","119.59","122.06","119.5","107.34","104.99","",
"Heavily indebted poor countries (HIPC)","HPC","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.6","78.97","76.15","80.73","83.89","87.66","97.46","93.95","69.86","80.2","87.92","63.36","81.13","84.84","90.54","85.29","109.22","104.81","95.74","94.35","81.75","100.48","92.3","96.85","110.84","88.14","100.5","98.19","110.96","72.45","",
"Haiti","HTI","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","51.63","50.69","52.56","53.66","54.77","54.8","56.05","56.1","57.32","59.46","61.02","62.22","62.66","63.68","64.98","65.62","65.04","66.56","70.56","71.33","70.53","71.49","73.49","73.63","73.81","73","71.23","70.27","70.38","67.02","64.69","61.38","59.92","59.05","57.34","57.43","60.52","57.7","59.74","60.46","57.84","58.12","59.27","61","64.86","64.75","72.78","68.98","81.62","87.88","93.43","94.39","104.07","104.16","98.02","97.83","92.1","86.71","76.09","69.97","76.76","",
"Hungary","HUN","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","59.92","61.57","68.74","69.38","62.23","73.19","76.12","73.71","86.53","71.26","79.87","85.19","91.75","92.48","90.7","87.54","99.14","98.95","94.1","104.61","98.78","112.83","104.1","110.55","103.26","107.48","103.99","111.7","109.15","100.84","110.05","79.38","71.21","81.65","79.86","86.35","91.35","90.3","84.68","75.55","96.61","78.66","70.5","108.69","94.89","92.61","75.12","104.06","89.61","74.53","85.22","73.5","88.28","102.15","92.61","105.24","98.17","99.05","97.18","93.94","85.88","",
"IBRD only","IBD","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","16.93","18.31","17.38","18.43","18.18","18.73","17.97","20.75","21.04","22.22","22.82","22.71","24.61","25.62","25.16","25.08","26.09","27.92","29.16","31.41","33.74","33","35.47","38.55","39.32","41.33","41.81","44.26","46.35","47.77","49.25","52.79","53.4","53.3","58.73","59.86","57.03","58.5","59.7","61.34","62.33","65.49","70.06","73.48","76.85","79.15","79.61","84.3","86.83","92.62","94.46","99.52","100.34","99.7","101.32","98.98","108.58","112.73","107.59","110.17","110.75","",
"IDA only","IDX","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","24.75","24.5","25.22","25.87","24.35","24.11","26.02","27.39","28.38","30.22","30.65","28.9","31.43","29.94","33.5","32.72","35.63","37.19","34.59","35.65","38.38","37.36","42.16","42.75","43.37","43.16","42.38","47.66","50.94","50.88","53.36","55.67","57.02","58.92","60.03","62.35","63.59","64.52","67.45","65.93","67.67","60.9","68.98","67.24","71.18","75.35","82.29","82.79","79.84","87.96","94.29","95.71","100","101.28","97.71","101","107.38","110.94","112.34","115.75","120.6","",
"Not classified","INX","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","115.94","117.27","107.69","90.2","93.86","92.41","100.3","102.83","96.57","97.68","102.43","86.23","92.2","87.69","87.5","90.93","117.12","99.38","99.02","100.39","94.78","107.6","92.43","115.16","96.1","89.14","98.51","96.44","90.31","96.18","95.91","99.99","85.91","91.47","93.9","107.35","94.76","93.36","98.67","99.25","100.11","94.98","100.09","113.99","92.73","86.85","84.16","94.61","83.19","85.81","99.14","85.28","96.85","101.25","103.53","95.22","99.13","73.32","90.49","79.1","95.17","",
"Iran, Islamic Rep.","IRN","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","12.28","12.7","12.63","12.98","14.87","15.56","15.46","17.47","17.75","18.06","17.89","20.46","21.15","22.62","23.2","25.33","24.89","26.36","24.49","26.32","31.59","35.56","35.54","37.16","40.05","44.48","44.31","42.64","42.06","51.97","52.16","58.72","61.24","61.76","64.26","68.51","65.96","77.31","70.2","68.84","69.57","84.21","86.61","82.72","92.83","94.7","103.55","73.63","83.06","88.74","86.95","88.79","93.85","98.58","99.46","101.96","95.01","84.46","92.01","82.26","78.24","",
"Iraq","IRQ","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","42.28","50.11","40.69","46.38","50.29","53.87","58.53","61.98","66.53","59.46","64.87","77.79","61.32","61.84","64.26","73.08","77.43","80.87","74.17","80.23","79.67","87.53","82.19","86.57","112.57","104.12","92.88","99.22","101.97","121.63","94.82","102.86","121.36","118.33","124.23","126.33","120.76","130.6","119.79","112.69","131.67","150.06","123.31","116.69","123.73","126.38","120.78","104.25","106.49","124.06","133.51","134.28","155.09","144.82","76.18","79","75.67","72.5","127.22","158.24","127.21","",
"Iceland","ISL","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","66.44","52.5","47.59","45.96","65.72","23.51","37.74","32.96","27.68","31.9","61.27","46.89","35.01","69.94","36.51","40.38","44.66","71.9","38.94","83.36","62.02","78.06","33.13","103.64","73.73","91.17","98.11","60.98","50.58","51.91","86.77","68.13","60.38","72.9","57.04","76.68","64.56","81.29","69.12","74.9","84.39","71.02","64.87","89.6","99.32","104.67","102.12","101.16","87.28","102.39","79.12","92.05","70.14","81.79","100.47","117.73","111.79","82.85","109.87","102.84","101.66","",
"Israel","ISR","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","32.24","33.76","36.91","44.76","45.39","45.32","53.63","56.15","58.05","58.93","67.31","73.79","73.21","76.45","75.29","76.69","78.81","82.38","80.94","83.63","84.82","92.37","95.35","87.66","90.87","84.68","91.6","80.65","84.11","100.28","78.1","83.29","81.66","80.24","94.95","95.5","91.71","96.88","91.49","89.58","88.24","95.65","90.65","102.57","100.73","99.17","100.08","92.38","99.06","96.76","98.53","103.08","103.73","102.91","97.89","99.21","97.34","92.34","96.15","93.26","93.35","",
"Italy","ITA","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","93.68","94.43","97.19","101.31","103.32","103.84","113.02","106.06","110.03","109.45","107.92","98.69","109.78","110.34","112.55","105.12","106.62","109.25","118.22","124.45","118.12","112.52","129.99","113.4","114.39","116.34","121.58","109.66","114.59","101.39","118.56","119","113.74","112.01","108.85","112.79","109.57","111.93","121.3","116.25","113.24","107.89","104.11","124.07","118.74","112.64","108.89","111.51","112.99","108.31","108.45","100.57","100.67","95.4","103.06","101.54","96.94","95.41","93.88","97.25","95.56","",
"Jamaica","JAM","Crop production index (2014-2016 = 100)","AG.PRD.CROP.XD","","105.54","105.53","113.6","117.92","122.04","122.69","116.4","107.38","99.52","103.59","111.63","111.67","97.92","100.06","96.43","98.33","96.82","106.74","99.18","97.07","94.3","90.58","91.11","98.62","96.51","96.97","98.33","99.76","91.4","95.08","98.5","106.77","115.58","123.6","126.2","131.73","118.77","113.45","116.23","103.35","109.59","105.25","110.09","105.21","95.86","108.62","109.28","96.74","103.24","93.01","100.86","101.83","100.4","100.3","97.31","102.39","99.28","102.92","100.59","97.66","104.4","",
